state_code,source,amap_code,urban,lga_code,LGA,ward_name,ward_code,global_id
EN,INEC,,1,14004,Enugu North,Umunevo/Afia Nine,ENSENU10,00163580-f0ca-4576-8c88-dcee16453ec1
EN,INEC,,0,14006,Ezeagu,Oghe 2,ENSAGW10,001b1efd-4cb7-4163-b1ca-b651dd440203
EN,INEC,,0,14009,Igbo-Eze-South,Ovoko Ajuona,ENSBBG12,00513db9-e1fd-48e0-9d83-380b24933a7a
EN,INEC,,0,14007,Igbo-Etiti,Ekwegbe 2,ENSGBO17,0067ee99-d2ec-48cb-9086-f327012c4d03
EN,INEC,,0,14003,Enugu East,Mbuluowehe 1&2,ENSNKW10,01f1e3b0-57dc-45f0-8b39-4ba4d5f3760b
EN,INEC,,0,14006,Ezeagu,Imezi Owa I/Ozom 2,ENSAGW13,04f297e7-c217-46de-92e7-1f977230e31c
EN,INEC,,1,14007,Igbo-Etiti,Aku 5,ENSGBO14,0a7d80b2-cba8-4388-bab6-e288d7ae30fa
EN,INEC,,0,14005,Enugu South,Obeagu 3,ENSUWN03,06eb1ecd-a37a-461d-9050-fec56de76a25
EN,INEC,NIE ENS UWN,0,14005,Enugu South,Obeagu Ugwuaji,ENSUWN14,07121299-da3c-43ca-a161-456e11d57435
EN,INEC,,0,14012,Nkanu West,Amurri,ENSAGN04,07385271-3e93-477f-b07c-550b32611f07
EN,INEC,,0,14014,Oji-River,Achi-Uno 1,ENSJRV04,0817d04e-ca2c-4492-84cf-7ea03e2077fc
EN,INEC,,0,14010,Isi-Uzo,Eha Amufu 2,ENSKEM02,09ab3273-ef65-4ea3-a416-73ca1f765804
EN,INEC,,0,14016,Udi,Obinagu,ENSUDD13,0ab231e2-4f7f-4904-99b4-888c9c4dc6e3
EN,INEC,,1,14013,Nsukka,Idi/Ogbozara,ENSNSK02,0be6b57d-9c07-48be-8e07-dd00e8ad5ab0
EN,INEC,,0,14015,Udenu,Orba 2,ENSBLF09,0bf8c83b-4df9-45b3-8632-66c75b579426
EN,INEC,,0,14007,Igbo-Etiti,Ozalla 1,ENSGBO18,0e302fd4-947b-4e2a-af3b-a42a76fa0627
EN,INEC,,0,14016,Udi,Abor,ENSUDD02,0ed9cc22-5476-4dcb-bd88-2054fdd27981
EN,INEC,,0,14014,Oji-River,Oji River 1/Agbalaenyi,ENSJRV18,0ee18370-17a4-498c-a81b-e55589d439aa
EN,INEC,,0,14001,Aninri,Oduma 3/Ezinesi,ENSDBR14,0f5f50bc-e5b7-4236-b416-492f65402d50
EN,INEC,,1,14004,Enugu North,Ogui Township,ENSENU05,20fd14b4-c2e8-4cdd-aacc-7d619dcde009
EN,INEC,NIE ENS UWN,0,14005,Enugu South,Sata,ENSUWN16,10b29397-3fe1-4f22-b3fb-1ef15f754840
EN,INEC,,0,14016,Udi,Okpatu,ENSUDD15,d8d6fce3-7c6d-4b91-b15e-895caf9ded16
EN,INEC,,0,14014,Oji-River,Achi-Agu 1,ENSJRV19,11750147-34d2-4fd7-9418-70f094a1e074
EN,IPD_Campaign,,0,14017,Uzo-Uwani,Ugbene 2,ENSUMU16,13dc0dbc-5dd5-4f87-9d29-c0214e9886c5
EN,INEC,,0,14013,Nsukka,Ibeagwa-Ani/Ibeagwa-Agu/Okpaligbo,ENSNSK05,14a76a88-d3d2-47fc-bb64-c3194bebb061
EN,INEC,,0,14006,Ezeagu,Olo 2,ENSAGW19,1447c040-dcbd-49ad-853e-bff2be85ffa1
EN,INEC,,0,14006,Ezeagu,Aguobu Owa 1,ENSAGW07,14ee891f-cfa7-4103-a2b5-7b87c4c998ce
EN,INEC,,1,14013,Nsukka,Agbamere/Umuabor,ENSNSK07,152c1815-9434-4ca8-98d6-2f1be00b4309
EN,INEC,,0,14002,Awgu,Agbogugu,ENSAWG11,1539e744-a2c8-480c-bd2d-f52e762d5e57
EN,INEC,,0,14015,Udenu,Ogbodu Aba,ENSBLF07,15ab4e9e-d6d3-4ec7-9e35-e2a12c0a8b11
EN,INEC,NIE ENS GBO,0,14007,Igbo-Etiti,Aku 6,ENSGBO21,15bf2884-9f89-4c39-b3d1-938c26e88412
EN,INEC,,0,14013,Nsukka,Ibeku,ENSNSK03,17e92ccb-df61-41fa-854a-113348fb7a5b
EN,INEC,,1,14012,Nkanu West,Akpugo 2,ENSAGN13,8bb80466-d247-48e2-a49d-113aad10255e
EN,INEC,,0,14009,Igbo-Eze-South,Unadu,ENSBBG09,1b875289-b2aa-49cf-a0a9-3c43fd714b4d
EN,INEC,,0,14013,Nsukka,Alor-Uno,ENSNSK13,518fd984-e130-44a2-95b8-e10ca1a6b0a8
EN,INEC,,0,14010,Isi-Uzo,Mbu 2,ENSKEM08,1f16acb2-e2e5-4094-8fca-07c070c46f31
EN,INEC,,0,14005,Enugu South,Ugwuaji,ENSUWN06,1fad213f-dd79-40c8-832b-f954772c9cea
EN,IPD_Campaign,,0,14017,Uzo-Uwani,Nkpologo,ENSUMU04,204851ea-0772-49b0-85fd-3be9deff208e
EN,INEC,,0,14014,Oji-River,Ugwuoba 1,ENSJRV14,21aac0ac-d3f7-461a-8b7f-ef08257ad956
EN,INEC,,0,14012,Nkanu West,Obe,ENSAGN07,21ea5917-5ead-4940-9fb6-6eadf48831db
EN,INEC,,0,14006,Ezeagu,Agba Umana,ENSAGW08,23b5f8f9-efac-4c0d-a8b5-efda1404409f
EN,INEC,,0,14003,Enugu East,Amorji/Amoji,ENSNKW02,55365261-1bbd-48c8-ba94-eaa01758b764
EN,INEC,,0,14006,Ezeagu,Mgbagbu Owa 1,ENSAGW02,24ddf7a9-e7d2-4cbc-a280-7894ec3c5531
EN,INEC,,1,14013,Nsukka,Owerre Umuoyo,ENSNSK09,25d37af8-20a1-49cc-96a6-ccb343856904
EN,INEC,,0,14003,Enugu East,Mbuluiyiukwu 2/Emene,ENSNKW01,259d5d62-0b9a-4bf6-9af7-42637f1e9adf
EN,INEC,,0,14014,Oji-River,Inyi 1,ENSJRV13,626f46ed-d39e-422b-bc87-c59f4fb3a487
EN,INEC,,0,14014,Oji-River,Oji River 4,ENSJRV20,26a90e14-d610-43ba-9229-1d0514148cf6
EN,INEC,NIE ENS DBR,0,14001,Aninri,Amanasato 1,ENSDBR02,2770b63d-53b5-49dc-b126-fd28411633e9
EN,INEC,,0,14012,Nkanu West,Akpugo 5,ENSAGN10,27fbea4e-8bc0-4954-832c-ac7f0c0696a1
EN,INEC,,0,14016,Udi,Ebe,ENSUDD06,2a3135ac-acad-4177-a7b3-893466183648
EN,INEC,,0,14013,Nsukka,Eha Uno,ENSNSK18,2a3b0920-3b38-488e-af9a-a36b319c1e62
EN,INEC,,0,14014,Oji-River,Oji River 2,ENSJRV05,2c3d1c57-d52e-4be1-9eab-4e976e9abb6d
EN,INEC,NIE ENS NKW,0,14003,Enugu East,Onuagu Harmony,ENSNKW16,2d805b7c-8360-401b-a668-9fb13430af5f
EN,INEC,,0,14005,Enugu South,Akwuke Central,ENSUWN10,2da83ca6-0a29-4500-bbde-ef141f42d42d
EN,INEC,,0,14015,Udenu,Obollo Etiti,ENSBLF06,2e3e9a20-0cb0-4edc-bfc2-cce7ec83854c
EN,INEC,,1,14004,Enugu North,Asata,ENSENU08,2ef0e3f0-37a3-4818-b772-6e0295ef76d3
EN,INEC,,0,14016,Udi,Umuabi,ENSUDD18,31854cbe-8cf9-40b7-8136-4551a39b4265
EN,IPD_Campaign,,0,14017,Uzo-Uwani,Ojjor,ENSUMU15,335ca698-9fe8-4043-88bf-1ead33a89155
EN,INEC,,0,14014,Oji-River,Awlaw,ENSJRV12,34678b57-9761-44d4-8cf1-56a33379d029
EN,INEC,,0,14011,Nkanu East,Nomeh,ENSMGL14,36071c94-4864-4fe6-9357-2bf101fe5efb
EN,INEC,,0,14014,Oji-River,Ugwuoba 3,ENSJRV16,826264d6-6120-43a9-9fb7-e6f89fd7697d
EN,INEC,,0,14008,Igbo-Eze North,Umuozzi 7,ENSENZ01,3725af1a-16bd-423d-bc96-f6edf228391a
EN,INEC,,0,14016,Udi,Abia,ENSUDD01,38062943-7c73-433b-be01-5cd4aedf7af9
EN,INEC,,0,14008,Igbo-Eze North,Umuozzi V3,ENSENZ14,3b6b95e3-0bc6-480f-af8d-0bb3990a425c
EN,INEC,,1,14004,Enugu North,Independence Layout,ENSENU13,3d82a786-da1d-4694-911e-0481fc31454f
EN,INEC,,0,14002,Awgu,Owelli/Amoli/Ugbo/Ogugu,ENSAWG04,3df033b3-c73b-4ff3-8e32-af185fe68081
EN,INEC,,0,14013,Nsukka,Obimo Ikwoka,ENSNSK15,3f3d2c32-6338-4025-8784-88864f2cc7f3
EN,INEC,NIE ENS BBG,0,14009,Igbo-Eze-South,Isiagu/Achara,ENSBBG20,e58f31a7-49ab-47d9-b51d-c1094a172664
EN,INEC,,0,14010,Isi-Uzo,Ikem 1,ENSKEM05,4164155c-beca-42fc-9be0-141a2b238a66
EN,INEC,,0,14014,Oji-River,Inyi 4,ENSJRV02,41c1b3ff-bd6c-4751-8e62-212e8ae2fda8
